
Time,Displacement,Force
(s),(mm),(N)
"3.6200","0.0532","-0.0431"
"3.6400","0.0535","-0.0568"
"3.6600","0.0538","0.0164"
"3.6800","0.0541","0.0575"
"3.7000","0.0544","0.0252"
"3.7200","0.0547","-0.0247"
"3.7400","0.0550","-0.0219"
"3.7600","0.0553","-0.0135"
"3.7800","0.0555","0.0074"
"3.8000","0.0558","0.0046"
"3.8200","0.0561","0.0253"
"3.8400","0.0564","-0.0049"
"3.8600","0.0568","-0.0097"
"3.8800","0.0571","0.0010"
"3.9000","0.0574","-0.0090"
"3.9200","0.0577","0.0265"
"3.9400","0.0580","0.0264"
"3.9600","0.0583","-0.0087"
"3.9800","0.0586","-0.0122"
"4.0000","0.0589","-0.0020"
"4.0200","0.0592","0.0256"
"4.0400","0.0595","-0.0056"
"4.0600","0.0598","-0.0234"
"4.0800","0.0601","0.0179"
"4.1000","0.0604","0.0078"
"4.1200","0.0607","-0.0158"
"4.1400","0.0610","-0.0064"
"4.1600","0.0613","0.0166"
"4.1800","0.0616","0.0356"
"4.2000","0.0619","0.0083"
"4.2200","0.0622","-0.0274"
"4.2400","0.0625","-0.0148"
"4.2600","0.0628","0.0191"
"4.2800","0.0631","0.0276"
"4.3000","0.0634","0.0066"
"4.3200","0.0637","-0.0106"
"4.3400","0.0640","0.0185"
"4.3600","0.0643","-0.0014"
"4.3800","0.0646","-0.0137"
"4.4000","0.0649","0.0108"
"4.4200","0.0652","0.0129"
"4.4400","0.0655","0.0047"
"4.4600","0.0658","-0.0112"
"4.4800","0.0661","0.0027"
"4.5000","0.0664","0.0094"
"4.5200","0.0667","0.0000"
"4.5400","0.0670","-0.0062"
"4.5600","0.0673","0.0077"
"4.5800","0.0676","0.0013"
"4.6000","0.0679","0.0126"
"4.6200","0.0682","0.0083"
"4.6400","0.0685","-0.0002"
"4.6600","0.0688","-0.0122"
"4.6800","0.0691","-0.0171"
"4.7000","0.0694","0.0297"
"4.7200","0.0697","0.0463"
"4.7400","0.0700","0.0043"
"4.7600","0.0703","-0.0148"
"4.7800","0.0706","-0.0369"
"4.8000","0.0709","-0.0135"
"4.8200","0.0712","0.0309"
"4.8400","0.0715","0.0419"
"4.8600","0.0718","0.0068"
"4.8800","0.0721","-0.0278"
"4.9000","0.0724","-0.0362"
"4.9200","0.0727","0.0054"
"4.9400","0.0730","0.0140"
"4.9600","0.0733","0.0313"
"4.9800","0.0736","0.0071"
"5.0000","0.0740","-0.0029"
"5.0200","0.0743","-0.0145"
"5.0400","0.0746","0.0064"
"5.0600","0.0749","0.0054"
"5.0800","0.0752","0.0150"
"5.1000","0.0755","0.0132"
"5.1200","0.0758","0.0038"
"5.1400","0.0761","-0.0206"
"5.1600","0.0764","-0.0330"
"5.1800","0.0767","-0.0108"
"5.2000","0.0770","-0.0074"
"5.2200","0.0773","0.0132"
"5.2400","0.0776","0.0437"
"5.2600","0.0779","0.0168"
"5.2800","0.0782","-0.0202"
"5.3000","0.0785","-0.0430"
"5.3200","0.0788","-0.0236"
"5.3400","0.0791","0.0188"
"5.3600","0.0794","0.0419"
"5.3800","0.0797","0.0275"
"5.4000","0.0800","-0.0168"
"5.4200","0.0803","-0.0365"
"5.4400","0.0806","-0.0210"
"5.4600","0.0809","0.0237"
"5.4800","0.0812","0.0335"
"5.5000","0.0815","0.0082"
"5.5200","0.0818","-0.0311"
"5.5400","0.0821","-0.0093"
"5.5600","0.0824","0.0251"
"5.5800","0.0827","-0.0089"
"5.6000","0.0830","0.0026"
"5.6200","0.0833","0.0220"
"5.6400","0.0836","0.0079"
"5.6600","0.0839","-0.0144"
"5.6800","0.0842","-0.0280"
"5.7000","0.0845","0.0180"
"5.7200","0.0848","-0.0037"
"5.7400","0.0850","-0.0031"
"5.7600","0.0853","-0.0068"
"5.7800","0.0856","-0.0053"
"5.8000","0.0859","0.0009"
"5.8200","0.0862","0.0001"
"5.8400","0.0865","0.0076"
"5.8600","0.0868","0.0058"
"5.8800","0.0871","0.0004"
"5.9000","0.0874","-0.0202"
"5.9200","0.0877","-0.0109"
"5.9400","0.0880","0.0052"
"5.9600","0.0883","0.0255"
"5.9800","0.0886","0.0258"
"6.0000","0.0889","0.0068"
"6.0200","0.0892","-0.0204"
"6.0400","0.0895","-0.0133"
"6.0600","0.0898","-0.0002"
"6.0800","0.0901","0.0227"
"6.1000","0.0904","0.0071"
"6.1200","0.0907","0.0072"
"6.1400","0.0909","0.0037"
"6.1600","0.0912","-0.0203"
"6.1800","0.0915","0.0016"
"6.2000","0.0918","0.0050"
"6.2200","0.0922","0.0002"
"6.2400","0.0925","0.0068"
"6.2600","0.0928","-0.0065"
"6.2800","0.0931","0.0004"
"6.3000","0.0934","-0.0137"
"6.3200","0.0937","0.0034"
"6.3400","0.0940","0.0135"
"6.3600","0.0943","0.0264"
"6.3800","0.0946","0.0016"
"6.4000","0.0949","-0.0123"
"6.4200","0.0952","-0.0183"
"6.4400","0.0955","-0.0048"
"6.4600","0.0958","-0.0025"
"6.4800","0.0961","0.0152"
"6.5000","0.0964","0.0234"
"6.5200","0.0967","-0.0037"
"6.5400","0.0970","-0.0028"
"6.5600","0.0973","-0.0075"
"6.5800","0.0976","0.0084"
"6.6000","0.0979","-0.0008"
"6.6200","0.0982","0.0034"
"6.6400","0.0985","0.0151"
"6.6600","0.0988","-0.0014"
"6.6800","0.0991","0.0018"
"6.7000","0.0994","-0.0028"
"6.7200","0.0997","-0.0007"
"6.7400","0.1000","0.0022"
"6.7600","0.1003","0.0190"
"6.7800","0.1005","0.0145"
"6.8000","0.1008","0.0009"
"6.8200","0.1011","-0.0182"
"6.8400","0.1015","-0.0008"
"6.8600","0.1018","0.0222"
"6.8800","0.1021","-0.0114"
"6.9000","0.1024","0.0073"
"6.9200","0.1027","-0.0014"
"6.9400","0.1030","-0.0050"
"6.9600","0.1033","-0.0084"
"6.9800","0.1036","0.0008"
"7.0000","0.1039","0.0098"
"7.0200","0.1042","0.0121"
"7.0400","0.1045","0.0020"
"7.0600","0.1048","-0.0022"
"7.0800","0.1051","-0.0203"
"7.1000","0.1054","0.0082"
"7.1200","0.1057","0.0232"
"7.1400","0.1060","0.0198"
"7.1600","0.1063","-0.0043"
"7.1800","0.1066","-0.0159"
"7.2000","0.1069","0.0051"
"7.2200","0.1072","0.0200"
"7.2400","0.1075","-0.0022"
"7.2600","0.1078","-0.0130"
"7.2800","0.1081","-0.0008"
"7.3000","0.1084","0.0113"
"7.3200","0.1087","-0.0005"
"7.3400","0.1090","0.0115"
"7.3600","0.1093","-0.0017"
"7.3800","0.1096","-0.0049"
"7.4000","0.1099","-0.0034"
"7.4200","0.1102","0.0160"
"7.4400","0.1106","0.0038"
"7.4600","0.1109","-0.0070"
"7.4800","0.1112","0.0082"
"7.5000","0.1115","0.0096"
"7.5200","0.1118","0.0152"
"7.5400","0.1121","0.0252"
"7.5600","0.1124","-0.0004"
"7.5800","0.1127","-0.0082"
"7.6000","0.1130","-0.0122"
"7.6200","0.1133","0.0170"
"7.6400","0.1136","0.0014"
"7.6600","0.1139","-0.0002"
"7.6800","0.1142","0.0291"
"7.7000","0.1145","0.0259"
"7.7200","0.1148","-0.0102"
"7.7400","0.1151","-0.0189"
"7.7600","0.1154","-0.0185"
"7.7800","0.1157","0.0259"
"7.8000","0.1160","0.0171"
"7.8200","0.1163","0.0078"
"7.8400","0.1166","-0.0159"
"7.8600","0.1169","-0.0216"
"7.8800","0.1172","0.0132"
"7.9000","0.1175","0.0097"
"7.9200","0.1178","0.0142"
"7.9400","0.1181","0.0070"
"7.9600","0.1184","0.0069"
"7.9800","0.1187","-0.0125"
"8.0000","0.1190","0.0030"
"8.0200","0.1193","-0.0098"
"8.0400","0.1196","0.0121"
"8.0600","0.1199","0.0131"
"8.0800","0.1202","0.0001"
"8.1000","0.1205","-0.0135"
"8.1200","0.1208","-0.0031"
"8.1400","0.1211","0.0176"
"8.1600","0.1214","-0.0004"
"8.1800","0.1217","-0.0035"
"8.2000","0.1220","0.0002"
"8.2200","0.1223","0.0152"
"8.2400","0.1226","-0.0030"
"8.2600","0.1229","-0.0114"
"8.2800","0.1232","0.0047"
"8.3000","0.1235","0.0030"
"8.3200","0.1238","0.0007"
"8.3400","0.1241","-0.0011"
"8.3600","0.1244","0.0135"
"8.3800","0.1247","0.0137"
"8.4000","0.1250","-0.0026"
"8.4200","0.1253","-0.0036"
"8.4400","0.1256","0.0004"
"8.4600","0.1259","0.0145"
"8.4800","0.1262","0.0121"
"8.5000","0.1265","-0.0043"
"8.5200","0.1268","-0.0012"
"8.5400","0.1271","0.0026"
"8.5600","0.1274","0.0011"
"8.5800","0.1277","-0.0011"
"8.6000","0.1279","0.0069"
"8.6200","0.1282","0.0109"
"8.6400","0.1285","0.0120"
"8.6600","0.1288","0.0000"
"8.6800","0.1291","0.0097"
"8.7000","0.1294","-0.0079"
"8.7200","0.1297","-0.0126"
"8.7400","0.1300","0.0117"
"8.7600","0.1303","0.0078"
"8.7800","0.1306","0.0112"
"8.8000","0.1309","-0.0046"
"8.8200","0.1312","-0.0105"
"8.8400","0.1315","0.0066"
"8.8600","0.1319","-0.0049"
"8.8800","0.1322","0.0150"
"8.9000","0.1325","0.0092"
"8.9200","0.1327","-0.0102"
"8.9400","0.1330","0.0028"
"8.9600","0.1333","0.0040"
"8.9800","0.1336","0.0227"
"9.0000","0.1339","0.0098"
"9.0200","0.1342","-0.0026"
"9.0400","0.1345","-0.0021"
"9.0600","0.1348","-0.0053"
"9.0800","0.1351","-0.0030"
"9.1000","0.1354","0.0059"
"9.1200","0.1357","0.0040"
"9.1400","0.1360","0.0058"
"9.1600","0.1363","0.0040"
"9.1800","0.1366","-0.0029"
"9.2000","0.1369","-0.0078"
"9.2200","0.1372","0.0038"
"9.2400","0.1376","0.0063"
"9.2600","0.1379","0.0033"
"9.2800","0.1382","-0.0121"
"9.3000","0.1385","0.0031"
"9.3200","0.1388","0.0124"
"9.3400","0.1391","0.0132"
"9.3600","0.1394","-0.0033"
"9.3800","0.1397","-0.0127"
"9.4000","0.1399","0.0059"
"9.4200","0.1402","0.0075"
"9.4400","0.1405","0.0167"
"9.4600","0.1408","-0.0045"
"9.4800","0.1411","-0.0008"
"9.5000","0.1415","0.0032"
"9.5200","0.1418","0.0010"
"9.5400","0.1421","0.0052"
"9.5600","0.1424","-0.0127"
"9.5800","0.1427","0.0001"
"9.6000","0.1430","-0.0003"
"9.6200","0.1433","0.0101"
"9.6400","0.1436","-0.0056"
"9.6600","0.1439","0.0080"
"9.6800","0.1442","0.0267"
"9.7000","0.1445","-0.0004"
"9.7200","0.1448","0.0038"
"9.7400","0.1451","0.0185"
"9.7600","0.1454","0.0063"
"9.7800","0.1457","0.0071"
"9.8000","0.1460","-0.0254"
"9.8200","0.1463","-0.0007"
"9.8400","0.1466","0.0097"
"9.8600","0.1469","-0.0004"
"9.8800","0.1472","-0.0067"
"9.9000","0.1475","0.0116"
"9.9200","0.1478","0.0129"
"9.9400","0.1481","-0.0265"
"9.9600","0.1484","-0.0272"
"9.9800","0.1487","0.0139"
"10.0000","0.1490","0.0223"
"10.0200","0.1493","-0.0041"
"10.0400","0.1496","-0.0193"
"10.0600","0.1499","0.0160"
"10.0800","0.1502","-0.0080"
"10.1000","0.1506","0.0132"
"10.1200","0.1509","0.0050"
"10.1400","0.1511","0.0204"
"10.1600","0.1514","0.0063"
"10.1800","0.1517","-0.0015"
"10.2000","0.1520","-0.0017"
"10.2200","0.1523","0.0009"
"10.2400","0.1526","0.0159"
"10.2600","0.1529","0.0050"
"10.2800","0.1532","-0.0049"
"10.3000","0.1535","-0.0002"
"10.3200","0.1538","-0.0065"
"10.3400","0.1541","0.0142"
"10.3600","0.1544","-0.0107"
"10.3800","0.1547","0.0020"
"10.4000","0.1550","0.0172"
"10.4200","0.1553","0.0107"
"10.4400","0.1556","-0.0164"
"10.4600","0.1559","-0.0019"
"10.4800","0.1562","0.0038"
"10.5000","0.1565","0.0078"
"10.5200","0.1568","-0.0046"
"10.5400","0.1571","0.0006"
"10.5600","0.1574","0.0090"
"10.5800","0.1577","-0.0026"
