0.476,109.017,99.3538,99.5721
0.477,109.003,99.345,99.565
0.478,108.99,99.3361,99.5578
0.479,108.976,99.3273,99.5507
0.48,108.963,99.3185,99.5436
0.481,108.95,99.3097,99.5365
0.482,108.936,99.301,99.5294
0.483,108.923,99.2923,99.5223
0.484,108.909,99.2836,99.5153
0.485,108.896,99.2749,99.5082
0.486,108.883,99.2662,99.5012
0.487,108.869,99.2576,99.4941
0.488,108.856,99.2489,99.4871
0.489,108.842,99.2403,99.4801
0.49,108.829,99.2317,99.4732
0.491,108.816,99.2232,99.4662
0.492,108.802,99.2146,99.4592
0.493,108.789,99.2061,99.4523
0.494,108.775,99.1976,99.4454
0.495,108.762,99.1891,99.4384
0.496,108.749,99.1806,99.4315
0.497,108.735,99.1722,99.4247
0.498,108.722,99.1638,99.4178
0.499,108.709,99.1554,99.4109
0.5,108.695,99.147,99.404
0.501,108.682,99.1386,99.3972
0.502,108.669,99.1303,99.3904
0.503,108.655,99.1219,99.3836
0.504,108.642,99.1136,99.3768
0.505,108.629,99.1053,99.37
0.506,108.615,99.0971,99.3632
0.507,108.602,99.0888,99.3564
0.508,108.589,99.0806,99.3497
0.509,108.575,99.0724,99.3429
0.51,108.562,99.0642,99.3362
0.511,108.549,99.056,99.3295
0.512,108.535,99.0478,99.3228
0.513,108.522,99.0397,99.3161
0.514,108.509,99.0316,99.3094
0.515,108.496,99.0235,99.3027
0.516,108.482,99.0154,99.2961
0.517,108.469,99.0073,99.2895
0.518,108.456,98.9993,99.2828
0.519,108.442,98.9912,99.2762
0.52,108.429,98.9832,99.2696
0.521,108.416,98.9752,99.263
0.522,108.403,98.9673,99.2564
0.523,108.389,98.9593,99.2498
0.524,108.376,98.9514,99.2433
0.525,108.363,98.9434,99.2367
0.526,108.35,98.9355,99.2302
0.527,108.337,98.9276,99.2237
0.528,108.323,98.9198,99.2171
0.529,108.31,98.9119,99.2106
0.53,108.297,98.9041,99.2041
0.531,108.284,98.8963,99.1977
0.532,108.271,98.8884,99.1912
0.533,108.257,98.8807,99.1847
0.534,108.244,98.8729,99.1783
0.535,108.231,98.8651,99.1718
0.536,108.218,98.8574,99.1654
0.537,108.205,98.8497,99.159
0.538,108.192,98.842,99.1526
0.539,108.178,98.8343,99.1462
0.54,108.165,98.8266,99.1398
0.541,108.152,98.819,99.1334
0.542,108.139,98.8113,99.1271
0.543,108.126,98.8037,99.1207
0.544,108.113,98.7961,99.1143
0.545,108.1,98.7885,99.108
0.546,108.087,98.7809,99.1017
0.547,108.074,98.7734,99.0954
0.548,108.06,98.7658,99.0891
0.549,108.047,98.7583,99.0828
0.55,108.034,98.7508,99.0765
0.551,108.021,98.7433,99.0703
0.552,108.008,98.7358,99.064
0.553,107.995,98.7284,99.0577
0.554,107.982,98.7209,99.0515
0.555,107.969,98.7135,99.0453
0.556,107.956,98.7061,99.0391
0.557,107.943,98.6987,99.0328
0.558,107.93,98.6913,99.0266
0.559,107.917,98.6839,99.0205
0.56,107.904,98.6765,99.0143
0.561,107.891,98.6692,99.0081
0.562,107.878,98.6619,99.002
0.563,107.865,98.6546,98.9958
0.564,107.852,98.6473,98.9897
0.565,107.839,98.64,98.9835
0.566,107.826,98.6327,98.9774
0.567,107.813,98.6255,98.9713
0.568,107.8,98.6182,98.9652
0.569,107.787,98.611,98.9591
0.57,107.774,98.6038,98.953
0.571,107.761,98.5966,98.947
0.572,107.749,98.5894,98.9409
0.573,107.736,98.5823,98.9349
0.574,107.723,98.5751,98.9288
0.575,107.71,98.568,98.9228
0.576,107.697,98.5609,98.9168
0.577,107.684,98.5537,98.9107
0.578,107.671,98.5467,98.9047
0.579,107.658,98.5396,98.8987
0.58,107.646,98.5325,98.8928
0.581,107.633,98.5255,98.8868
0.582,107.62,98.5184,98.8808
0.583,107.607,98.5114,98.8748
0.584,107.594,98.5044,98.8689
0.585,107.582,98.4974,98.863
0.586,107.569,98.4904,98.857
0.587,107.556,98.4834,98.8511
0.588,107.543,98.4765,98.8452
0.589,107.53,98.4695,98.8393
0.59,107.518,98.4626,98.8334
0.591,107.505,98.4557,98.8275
0.592,107.492,98.4488,98.8216
0.593,107.479,98.4419,98.8158
0.594,107.467,98.435,98.8099
0.595,107.454,98.4282,98.804
0.596,107.441,98.4213,98.7982
0.597,107.429,98.4145,98.7924
0.598,107.416,98.4076,98.7865
0.599,107.403,98.4008,98.7807
0.6,107.391,98.394,98.7749
0.601,107.378,98.3873,98.7691
0.602,107.365,98.3805,98.7633
0.603,107.353,98.3737,98.7575
0.604,107.34,98.367,98.7518
0.605,107.327,98.3602,98.746
0.606,107.315,98.3535,98.7403
0.607,107.302,98.3468,98.7345
0.608,107.29,98.3401,98.7288
0.609,107.277,98.3334,98.723
0.61,107.264,98.3268,98.7173
0.611,107.252,98.3201,98.7116
0.612,107.239,98.3135,98.7059
0.613,107.227,98.3068,98.7002
0.614,107.214,98.3002,98.6945
0.615,107.202,98.2936,98.6888
0.616,107.189,98.287,98.6832
0.617,107.177,98.2804,98.6775
0.618,107.164,98.2738,98.6718
0.619,107.152,98.2673,98.6662
0.62,107.139,98.2607,98.6605
0.621,107.127,98.2542,98.6549
0.622,107.114,98.2477,98.6493
0.623,107.102,98.2411,98.6437
0.624,107.089,98.2346,98.6381
0.625,107.077,98.2282,98.6325
0.626,107.064,98.2217,98.6269
0.627,107.052,98.2152,98.6213
0.628,107.039,98.2088,98.6157
0.629,107.027,98.2023,98.6101
