70,70,70
69.9854,70.0484,70.0575
69.9651,70.1012,70.1222
69.944,70.1543,70.1878
69.9229,70.2072,70.2532
69.9021,70.2597,70.3181
69.8816,70.3119,70.3825
69.8614,70.3638,70.4464
69.8414,70.4154,70.5098
69.8217,70.4666,70.5727
69.8023,70.5175,70.6351
69.7831,70.568,70.6971
69.7643,70.6183,70.7585
69.7457,70.6682,70.8194
69.7274,70.7178,70.8799
69.7093,70.7672,70.9398
69.6916,70.8162,70.9993
69.6741,70.8649,71.0583
69.6568,70.9133,71.1169
69.6399,70.9614,71.175
69.6232,71.0092,71.2326
69.6068,71.0567,71.2897
69.5906,71.1039,71.3465
69.5748,71.1508,71.4027
69.5591,71.1975,71.4585
69.5438,71.2438,71.5139
69.5287,71.2899,71.5689
69.5139,71.3357,71.6234
69.4993,71.3813,71.6775
69.485,71.4265,71.7311
69.4709,71.4715,71.7843
69.4571,71.5162,71.8372
69.4436,71.5606,71.8896
69.4303,71.6048,71.9415
69.4173,71.6487,71.9931
69.4045,71.6924,72.0443
69.392,71.7358,72.0951
69.3797,71.7789,72.1455
69.3676,71.8218,72.1955
69.3558,71.8645,72.2451
69.3443,71.9069,72.2943
69.333,71.949,72.3431
69.3219,71.9909,72.3916
69.3111,72.0325,72.4397
69.3005,72.074,72.4874
69.2902,72.1151,72.5348
69.2801,72.1561,72.5818
69.2702,72.1968,72.6284
69.2605,72.2372,72.6747
69.2511,72.2775,72.7206
69.2419,72.3175,72.7662
69.233,72.3573,72.8115
69.2242,72.3968,72.8564
69.2157,72.4361,72.9009
69.2074,72.4753,72.9452
69.1994,72.5142,72.9891
69.1915,72.5528,73.0326
69.1839,72.5913,73.0759
69.1765,72.6295,73.1188
69.1693,72.6675,73.1614
69.1623,72.7054,73.2037
69.1555,72.743,73.2457
69.149,72.7804,73.2873
69.1426,72.8176,73.3287
69.1365,72.8546,73.3698
69.1306,72.8914,73.4105
69.1248,72.9279,73.451
69.1193,72.9643,73.4911
69.114,73.0005,73.531
69.1089,73.0365,73.5706
69.1039,73.0723,73.6099
69.0992,73.1079,73.649
69.0947,73.1434,73.6877
69.0903,73.1786,73.7262
69.0862,73.2136,73.7644
69.0822,73.2485,73.8023
69.0784,73.2831,73.84
69.0749,73.3176,73.8774
69.0715,73.3519,73.9145
69.0682,73.3861,73.9514
69.0652,73.42,73.988
69.0624,73.4538,74.0244
69.0597,73.4874,74.0605
69.0572,73.5208,74.0964
69.0549,73.554,74.132
69.0527,73.5871,74.1673
69.0508,73.62,74.2025
69.049,73.6527,74.2374
69.0474,73.6853,74.272
69.0459,73.7176,74.3064
69.0446,73.7499,74.3406
69.0435,73.7819,74.3746
69.0426,73.8138,74.4083
69.0418,73.8456,74.4418
69.0412,73.8771,74.4751
69.0407,73.9086,74.5081
69.0404,73.9398,74.541
69.0402,73.9709,74.5736
69.0403,74.0019,74.606
69.0404,74.0326,74.6382
69.0407,74.0633,74.6702
69.0412,74.0938,74.702
69.0418,74.1241,74.7335
69.0426,74.1543,74.7649
69.0435,74.1843,74.7961
69.0446,74.2142,74.827
69.0458,74.2439,74.8578
69.0472,74.2735,74.8884
69.0487,74.303,74.9187
69.0504,74.3323,74.9489
69.0522,74.3614,74.9789
69.0541,74.3905,75.0087
69.0562,74.4193,75.0383
69.0584,74.4481,75.0678
69.0607,74.4767,75.097
69.0632,74.5051,75.1261
69.0658,74.5335,75.155
69.0685,74.5617,75.1837
69.0714,74.5897,75.2122
69.0744,74.6177,75.2406
69.0776,74.6455,75.2688
69.0808,74.6731,75.2968
69.0842,74.7007,75.3246
69.0877,74.7281,75.3523
69.0914,74.7553,75.3798
69.0951,74.7825,75.4071
69.099,74.8095,75.4343
69.103,74.8364,75.4613
69.1071,74.8632,75.4882
69.1114,74.8898,75.5149
69.1158,74.9163,75.5414
69.1202,74.9427,75.5678
69.1248,74.969,75.5941
69.1295,74.9952,75.6201
69.1344,75.0212,75.6461
69.1393,75.0471,75.6718
69.1443,75.0729,75.6975
69.1495,75.0986,75.723
69.1548,75.1242,75.7483
69.1601,75.1496,75.7735
69.1656,75.175,75.7985
69.1712,75.2002,75.8234
69.1769,75.2253,75.8482
69.1827,75.2503,75.8728
69.1886,75.2752,75.8973
69.1946,75.3,75.9217
69.2007,75.3247,75.9459
69.2069,75.3492,75.97
69.2132,75.3737,75.9939
69.2196,75.398,76.0177
69.2261,75.4222,76.0414
69.2327,75.4464,76.0649
69.2394,75.4704,76.0884
69.2462,75.4943,76.1117
69.253,75.5181,76.1348
69.26,75.5418,76.1579
69.2671,75.5654,76.1808
69.2742,75.5889,76.2036
69.2815,75.6123,76.2263
69.2888,75.6356,76.2489
69.2963,75.6588,76.2713
69.3038,75.6819,76.2936
69.3114,75.7049,76.3158
69.3191,75.7278,76.3379
69.3268,75.7506,76.3599
69.3347,75.7734,76.3817
69.3426,75.796,76.4035
69.3507,75.8185,76.4251
69.3588,75.8409,76.4466
69.367,75.8633,76.468
69.3752,75.8855,76.4893
69.3836,75.9076,76.5105
69.392,75.9297,76.5316
69.4005,75.9516,76.5526
69.4091,75.9735,76.5735
69.4178,75.9953,76.5942
69.4265,76.017,76.6149
69.4353,76.0386,76.6355
69.4442,76.0601,76.6559
69.4532,76.0815,76.6763
69.4623,76.1028,76.6965
69.4714,76.124,76.7167
69.4806,76.1452,76.7367
69.4898,76.1663,76.7567
69.4991,76.1873,76.7766
69.5085,76.2082,76.7963
69.518,76.229,76.816
69.5275,76.2497,76.8356
69.5372,76.2703,76.8551
69.5468,76.2909,76.8745
69.5566,76.3114,76.8937
69.5664,76.3318,76.913
69.5762,76.3521,76.9321
69.5862,76.3723,76.9511
69.5962,76.3925,76.97
69.6063,76.4126,76.9889
69.6164,76.4326,77.0076
69.6266,76.4525,77.0263
69.6368,76.4723,77.0449
69.6471,76.4921,77.0634
69.6575,76.5118,77.0818
69.668,76.5314,77.1002
69.6785,76.5509,77.1184
69.689,76.5704,77.1366
69.6996,76.5897,77.1547
69.7103,76.609,77.1727
69.721,76.6283,77.1906
69.7318,76.6474,77.2084
69.7427,76.6665,77.2262
69.7536,76.6855,77.2439
69.7645,76.7044,77.2615
69.7756,76.7233,77.279
69.7866,76.7421,77.2965
69.7977,76.7608,77.3139
69.8089,76.7794,77.3311
69.8201,76.798,77.3484
69.8314,76.8165,77.3655
69.8428,76.835,77.3826
69.8541,76.8533,77.3996
69.8656,76.8716,77.4165
69.877,76.8899,77.4334
69.8886,76.908,77.4502
69.9002,76.9261,77.4669
69.9118,76.9441,77.4836
69.9235,76.9621,77.5001
69.9352,76.98,77.5166
69.947,76.9978,77.5331
69.9588,77.0156,77.5495
69.9707,77.0332,77.5658
69.9826,77.0509,77.582
69.9946,77.0684,77.5982
70.0066,77.0859,77.6143
70.0186,77.1034,77.6303
70.0307,77.1207,77.6463
70.0429,77.138,77.6622
70.0551,77.1553,77.6781
70.0673,77.1725,77.6938
70.0796,77.1896,77.7096
70.0919,77.2066,77.7252
70.1042,77.2236,77.7408
70.1166,77.2406,77.7564
70.1291,77.2575,77.7718
70.1416,77.2743,77.7873
70.1541,77.291,77.8026
70.1667,77.3077,77.8179
70.1793,77.3244,77.8331
70.1919,77.3409,77.8483
70.2046,77.3575,77.8634
70.2173,77.3739,77.8785
70.2301,77.3903,77.8935
70.2429,77.4067,77.9085
70.2557,77.4229,77.9233
70.2686,77.4392,77.9382
70.2815,77.4553,77.953
70.2944,77.4715,77.9677
70.3074,77.4875,77.9824
70.3204,77.5035,77.997
70.3335,77.5195,78.0115
70.3466,77.5354,78.0261
70.3597,77.5512,78.0405
70.3728,77.567,78.0549
70.386,77.5827,78.0693
70.3993,77.5984,78.0836
70.4125,77.614,78.0978
70.4258,77.6296,78.112
70.4391,77.6451,78.1262
70.4525,77.6606,78.1403
70.4659,77.676,78.1543
70.4793,77.6914,78.1683
70.4928,77.7067,78.1823
70.5062,77.7219,78.1962
70.5198,77.7371,78.21
70.5333,77.7523,78.2238
70.5469,77.7674,78.2376
70.5605,77.7824,78.2513
70.5741,77.7974,78.2649
70.5878,77.8124,78.2785
70.6015,77.8273,78.2921
70.6152,77.8422,78.3056
70.629,77.857,78.3191
70.6427,77.8717,78.3326
70.6565,77.8864,78.3459
70.6704,77.9011,78.3593
70.6842,77.9157,78.3726
70.6981,77.9303,78.3858
70.7121,77.9448,78.399
70.726,77.9593,78.4122
70.74,77.9737,78.4253
70.754,77.9881,78.4384
70.768,78.0024,78.4515
70.782,78.0167,78.4644
70.7961,78.0309,78.4774
70.8102,78.0451,78.4903
70.8243,78.0592,78.5032
70.8385,78.0733,78.516
70.8527,78.0874,78.5288
70.8669,78.1014,78.5416
70.8811,78.1154,78.5543
70.8953,78.1293,78.5669
